ST PIERRE DE CERNIERES;27390
ST PIERRE DU VAL;27210
ST PIERRE DU VAUVRAY;27430
ST SYMPHORIEN;27500
ST VINCENT DU BOULAY;27230
SASSEY;27930
SUZAY;27420
LE THEIL NOLENT;27230
THIBERVILLE;27230
LE THIL;27150
TILLEUL DAME AGNES;27170
LE TILLEUL LAMBERT;27110
LA TRINITE DE THOUBERVILLE;27310
TRIQUEVILLE;27500
LA VACHERIE;27400
VANDRIMARE;27380
VANNECROCQ;27210
VAUX SUR EURE;27120
VERNEUIL D AVRE ET D ITON;27160
VERNON;27200
VESLY;27870
VEZILLON;27700
LA VIEILLE LYRE;27330
VILLIERS EN DESOEUVRE;27640
ALLONNES;28150
COMMUNE NOUVELLE D ARROU;28290
AUNEAU BLEURY ST SYMPHORIEN;28700
BAILLEAU ARMENONVILLE;28320
LA BAZOCHE GOUET;28330
BERCHERES ST GERMAIN;28300
BERCHERES LES PIERRES;28630
BERCHERES SUR VESGRE;28260
BILLANCELLES;28190
BOISSY EN DROUAIS;28500
BOISVILLE LA ST PERE;28150
LA BOURDINIERE ST LOUP;28360
BONCOURT;28260
BONNEVAL;28800
BROUE;28410
CHAPELLE GUILLAUME;28330
CHASSANT;28480
CHATEAUNEUF EN THYMERAIS;28170
VILLARS LES BLAMONT;25310
CLOYES LES TROIS RIVIERES;28220
LES VILLEDIEU;25240
CLOYES LES TROIS RIVIERES;28220
VILLERS BUZON;25170
CORANCEZ;28630
VILLERS LA COMBE;25510
COULOMBS;28210
VILLERS SOUS CHALAMONT;25270
CRUCEY VILLAGES;28270
VOUJEAUCOURT;25420
DANGERS;28190
ALLAN;26780
ECROSNES;28320
ARNAYON;26470
EPEAUTROLLES;28120
AULAN;26570
ERMENONVILLE LA GRANDE;28120
BARNAVE;26310
FONTAINE SIMON;28240
LA BATIE DES FONDS;26310
FONTENAY SUR EURE;28630
BOUCHET;26790
FRAZE;28160
BOULC;26410
GALLARDON;28320
BOULC;26410
GARANCIERES EN DROUAIS;28500
BOURG LES VALENCE;26500
GOUILLONS;28310
CHABRILLAN;26400
GOUSSAINVILLE;28410
LE CHAFFAL;26190
INTREVILLE;28310
CHAMALOC;26150
JANVILLE EN BEAUCE;28310
CHAMARET;26230
LUISANT;28600
CHANOS CURSON;26600
MAGNY;28120
LA CHARCE;26470
MAILLEBOIS;28170
CHARPEY;26300
MAISONS;28700
CHASTEL ARNAUD;26340
MEREGLISE;28120
CHATEAUNEUF DU RHONE;26780
MOLEANS;28200
CHATILLON EN DIOIS;26410
MONTBOISSIER;28800
CHAUDEBONNE;26110
NERON;28210
CHAVANNES;26260
PIERRES;28130
CLAVEYSON;26240
PRE ST EVROULT;28800
CLERIEUX;26260
PUISEUX;28170
COMPS;26220
ROUVRAY ST DENIS;28310
CROZES HERMITAGE;26600
ROUVRES;28260
DIEULEFIT;26220
VILLEMAURY;28200
ECHEVIS;26190
SAINTIGNY;28480
ETOILE SUR RHONE;26800
ST DENIS LANNERAY;28200
ETOILE SUR RHONE;26800
ST DENIS LANNERAY;28200
EYGALAYES;26560
ST PREST;28300
EYGALIERS;26170
ST SAUVEUR MARVILLE;28170
EYMEUX;26730
SAINVILLE;28700
EYMEUX;26730
SENANTES;28210
FELINES SUR RIMANDOULE;26160
THEUVILLE;28150
HOSTUN;26730
TOURY;28310
LENS LESTANG;26210
TREMBLAY LES VILLAGES;28170
LIVRON SUR DROME;26250
TREMBLAY LES VILLAGES;28170
LORIOL SUR DROME;26270
UNVERRE;28160
LUC EN DIOIS;26310
EOLE EN BEAUCE;28140
MALISSARD;26120
VILLAMPUY;28200
MARGES;26260
VILLEBON;28190
MONTFERRAND LA FARE;26510
YMONVILLE;28150
MONTFROC;26560
BAYE;29300
MONTJOUX;26220
BODILIS;29400
MONTMAUR EN DIOIS;26150
BRENNILIS;29690
MONTOISON;26800
CAMARET SUR MER;29570
MONTREAL LES SOURCES;26510
CHATEAUNEUF DU FAOU;29520
MONTSEGUR SUR LAUZON;26130
CLEDEN POHER;29270
MORAS EN VALLOIRE;26210
LE CLOITRE ST THEGONNEC;29410
MORNANS;26460
LE CONQUET;29217
LA MOTTE CHALANCON;26470
CORAY;29370
ST JEAN DE GALAURE;26240
EDERN;29510
MOURS ST EUSEBE;26540
FOUESNANT;29170
OURCHES;26120
GARLAN;29610
PIERRELONGUE;26170
GOUESNACH;29950
LES PILLES;26110
GOUESNOU;29850
PUY ST MARTIN;26450
GOULVEN;29890
REAUVILLE;26230
GUICLAN;29410
RECOUBEAU JANSAC;26310
GUIMILIAU;29400
ROCHEBAUDIN;26160
MILIZAC GUIPRONVEL;29290
ROCHE ST SECRET BECONNE;26770
HOPITAL CAMFROUT;29460
ROMANS SUR ISERE;26100
HUELGOAT;29690
ROTTIER;26470
ILE MOLENE;29259
ROUSSIEUX;26510
KERGLOFF;29270
ST AUBAN SUR L OUVEZE;26170
KERNILIS;29260
ST AVIT;26330
LANGOLEN;29510
ST BARTHELEMY DE VALS;26240
LANILDUT;29840
STE CROIX;26150
LANNEUFFRET;29400
ST JULIEN EN VERCORS;26420
LANNILIS;29870
ST MARCEL LES SAUZET;26740
LANRIVOARE;29290
ST PANTALEON LES VIGNES;26770
LOC BREVALAIRE;29260
ST SAUVEUR GOUVERNET;26110
LOC EGUINER;29400
SAUZET;26740
LOCRONAN;29180
SOUSPIERRE;26160
CONFORT MEILARS;29790
TAULIGNAN;26770
L ABERGEMENT DE VAREY;1640
PLEUVEN;29170
TEYSSIERES;26220
AMBERIEUX EN DOMBES;1330
PLOGASTEL ST GERMAIN;29710
LES TOURRETTES;26740
AMBLEON;1300
PLOGONNEC;29180
UPIE;26120
AMBUTRIX;1500
PLOMODIERN;29550
VALENCE;26000
ANDERT ET CONDON;1300
PLOUDALMEZEAU;29830
VASSIEUX EN VERCORS;26420
ARANC;1110
PLOUGASNOU;29630
VERCLAUSE;26510
ARBOYS EN BUGEY;1300
PLOUGUIN;29830
VERONNE;26340
ARBIGNY;1190
PLOUNEVEZ LOCHRIST;29430
VOLVENT;26470
ARMIX;1510
PLOURIN LES MORLAIX;29600
JAILLANS;26300
ATTIGNAT;1340
PLOZEVET;29710
AIGLEVILLE;27120
BAGE LE CHATEL;1380
PONT AVEN;29930
AILLY;27600
VALSERHONE;1200
PORT LAUNAY;29150
AMFREVILLE LES CHAMPS;27380
VALROMEY SUR SERAN;1260
POULLAN SUR MER;29100
ANGERVILLE LA CAMPAGNE;27930
BENONCES;1470
LE RELECQ KERHUON;29480
APPEVILLE ANNEBAULT;27290
BETTANT;1500
ROSCOFF;29680
ASNIERES;27260
BILLIAT;1200
ROSPORDEN;29140
LE VAL D HAZEY;27940
BLYES;1150
ROSPORDEN;29140
AUTHOU;27290
BOISSEY;1380
ST DERRIEN;29440
BACQUEVILLE;27440
BRESSOLLES;1360
ST DIVY;29800
BARC;27170
BUELLAS;1310
ST ELOY;29460
BARNEVILLE SUR SEINE;27310
LA BURBANCHE;1510
ST GOAZEC;29520
BARQUET;27170
CEIGNES;1430
ST POL DE LEON;29250
MESNIL EN OUCHE;27330
CHALAMONT;1320
ST SERVAIS;29400
LE BEC THOMAS;27370
CHAMPDOR CORCELLES;1110
SIZUN;29450
BERNAY;27300
CHAMPDOR CORCELLES;1110
SPEZET;29540
LES MONTS DU ROUMOIS;27520
NIVIGNE ET SURAN;1250
TREBABU;29217
BOISNEY;27800
CHAZEY BONS;1300
TREFFIAGAT;29730
FLANCOURT CRESCY EN ROUMOIS;27310
CHAZEY SUR AIN;1150
TREFLEZ;29430
FLANCOURT CRESCY EN ROUMOIS;27310
CHEVILLARD;1430
TREMEOC;29120
BOSROUMOIS;27670
CHEVROUX;1190
TREZILIDE;29440
BOULLEVILLE;27210
COLLONGES;1550
PONT DE BUIS LES QUIMERCH;29590
BOUQUELON;27500
CONAND;1230
PONT DE BUIS LES QUIMERCH;29590
BRETAGNOLLES;27220
CROTTET;1290
APPIETTO;20167
BRETEUIL;27160
CURTAFOND;1310
ARBELLARA;20110
BROGLIE;27270
DAGNEUX;1120
AZILONE AMPAZA;20190
BROSVILLE;27930
DOUVRES;1500
BASTELICA;20119
BUEIL;27730
ECHALLON;1130
CARBUCCIA;20133
BUREY;27190
FARAMANS;1800
CIAMANNACCE;20134
CAILLY SUR EURE;27490
FLAXIEU;1350
COGNOCOLI MONTICCHI;20166
CAMPIGNY;27500
GENOUILLEUX;1090
FOZZANO;20143
CHAIGNES;27120
HAUTECOURT ROMANECHE;1250
FRASSETO;20157
CHAMBLAC;27270
HAUT VALROMEY;1260
GROSSA;20100
CHAMPENARD;27600
HAUT VALROMEY;1260
LECCI;20137
CHAMPIGNY LA FUTELAYE;27220
LABALME;1450
OLIVESE;20140
LA CHAPELLE HARENG;27230
LAVOURS;1350
PIANA;20115
CHERONVILLIERS;27250
LEYMENT;1150
POGGIOLO;20160
MARBOIS;27160
SURJOUX LHOPITAL;1420
QUENZA;20122
MARBOIS;27240
MAGNIEU;1300
RENNO;20160
COLLETOT;27500
MANTENAY MONTLIN;1560
SANT ANDREA D ORCINO;20151
COUDRAY;27150
MARBOZ;1851
SAN GAVINO DI CARBINI;20137
COURDEMANCHE;27320
MIJOUX;1410
SAN GAVINO DI CARBINI;20170
CRESTOT;27110
MIRIBEL;1700
SANTA MARIA SICHE;20190
CROISY SUR EURE;27120
LE MONTELLIER;1800
TOLLA;20117
MESNILS SUR ITON;27240
MONTLUEL;1120
UCCIANI;20133
MESNILS SUR ITON;27240
MONTMERLE SUR SAONE;1090
VERO;20172
MESNILS SUR ITON;27240
MONTREAL LA CLUSE;1460
VICO;20160
MESNILS SUR ITON;27240
MURS ET GELIGNIEUX;1300
ZEVACO;20173
MESNILS SUR ITON;27240
ORNEX;1210
ALTIANI;20251
MESNILS SUR ITON;27240
OYONNAX;1100
AMPRIANI;20272
DAUBEUF LA CAMPAGNE;27110
OYONNAX;1100
BORGO;20290
DROISY;27320
PEROUGES;1800
CAGNANO;20228
ECARDENVILLE LA CAMPAGNE;27170
PEYRIAT;1430
CALACUCCIA;20224
VEXIN SUR EPTE;27510
POLLIEU;1350
CALVI;20260
VEXIN SUR EPTE;27630
PONT D AIN;1160
CANAVAGGIA;20235
ETREPAGNY;27150
PORT;1460
CASTELLARE DI MERCURIO;20212
EZY SUR EURE;27530
PREMILLIEU;1110
CASTELLO DI ROSTINO;20235
FAUVILLE;27930
PREVESSIN MOENS;1280
CASTIFAO;20218
FEUGUEROLLES;27110
REYSSOUZE;1190
CENTURI;20238
FONTAINE BELLENGER;27600
ST ALBAN;1450
CERVIONE;20221
FRESNEY;27220
ST ANDRE D HUIRIAT;1290
CORBARA;20220
GASNY;27620
GROSLEE ST BENOIT;1300
CORBARA;20256
GLOS SUR RISLE;27290
ST ETIENNE DU BOIS;1370
COSTA;20226
LA GOULAFRIERE;27390
ST ETIENNE SUR REYSSOUZE;1190
ERSA;20275
GRAVIGNY;27930
STE EUPHEMIE;1600
FARINOLE;20253
GROSSOEUVRE;27220
ST GENIS SUR MENTHON;1380
GHISONACCIA;20240
LE BOSC DU THEIL;27370
ST GERMAIN SUR RENON;1240
GHISONACCIA;20240
HEBECOURT;27150
ST JEAN DE THURIGNEUX;1390
GHISONI;20227
HECTOMARE;27110
ST JEAN SUR VEYLE;1290
GIUNCAGGIO;20251
HEUBECOURT HARICOURT;27630
STE OLIVE;1330
ISOLACCIO DI FIUMORBO;20243
HEUDEBOUVILLE;27600
ST SORLIN EN BUGEY;1150
LAMA;20218
HEUDREVILLE SUR EURE;27400
SEILLONNAZ;1470
LUCCIANA;20290
ILLEVILLE SUR MONTFORT;27290
SEYSSEL;1420
MONACIA D OREZZA;20229
JUIGNETTES;27250
TALISSIEU;1510
MONTE;20290
LA LANDE ST LEGER;27210
VESANCY;1170
MONTEGROSSO;20214
LAUNAY;27470
VESINES;1570
NOCARIO;20229
LOUYE;27650
VILLEBOIS;1150
NONZA;20217
LYONS LA FORET;27480
VILLIEU LOYES MOLLON;1800
OGLIASTRO;20217
LE MANOIR;27460
VIRIEU LE GRAND;1510
OLMI CAPPELLA;20259
MELICOURT;27390
VIRIGNIN;1300
ORTALE;20234
MENESQUEVILLE;27850
ABBECOURT;2300
ORTIPORIO;20290
MENILLES;27120
ACHERY;2800
PALASCA;20226
MEREY;27640
ANDELAIN;2800
PENTA DI CASINCA;20213
MISEREY;27930
ANY MARTIN RIEUX;2500
PIAZZOLE;20229
MONTREUIL L ARGILLE;27390
ARTEMPS;2480
PIE D OREZZA;20229
MORAINVILLE JOUVEAUX;27260
ATTILLY;2490
PIETRALBA;20218
MORGNY;27150
AUBIGNY AUX KAISNES;2590
PIETRICAGGIO;20234
NASSANDRES SUR RISLE;27550
BAGNEUX;2290
PIETROSO;20242
NEAUFLES AUVERGNY;27250
BARENTON SUR SERRE;2270
PIGNA;20220
LE NEUBOURG;27110
BAZOCHES ET ST THIBAUT;2220
PIOBETTA;20234
NORMANVILLE;27930
BEAUVOIS EN VERMANDOIS;2590
PORRI;20215
NOYERS;27720
BELLENGLISE;2420
PRUNELLI DI CASACCONI;20290
ORMES;27190
BENAY;2440
ROGLIANO;20248
LE VAL DORE;27190
BERRY AU BAC;2190
ROSPIGLIANI;20242
PINTERVILLE;27400
BERTAUCOURT EPOURDON;2800
SALICETO;20218
PONT AUDEMER;27500
BESME;2300
SCATA;20213
PONT AUTHOU;27290
BEUGNEUX;2210
SORBO OCAGNANO;20213
RICHEVILLE;27420
BICHANCOURT;2300
ST FLORENT;20217
ROMILLY LA PUTHENAYE;27170
BIEUXY;2290
SAN GAVINO DI TENDA;20246
ROSAY SUR LIEURE;27790
BOIS LES PARGNY;2270
SAN GIULIANO;20230
ST BENOIT DES OMBRES;27450
BOUCONVILLE VAUCLAIR;2860
SAN MARTINO DI LOTA;20200
ST CHRISTOPHE SUR AVRE;27820
BOURESCHES;2400
SANTO PIETRO DI TENDA;20246
LE VAUDREUIL;27100
BRISSY HAMEGICOURT;2240
SANTA REPARATA DI MORIANI;20230
ST DENIS DES MONTS;27520
BRUMETZ;2810
TAGLIO ISOLACCIO;20230
ST DIDIER DES BOIS;27370
BRUNEHAMEL;2360
VIVARIO;20219
ST ETIENNE SOUS BAILLEUL;27920
BUCY LE LONG;2880
VIVARIO;20219
STE GENEVIEVE LES GASNY;27620
CAILLOUEL CREPIGNY;2300
ZALANA;20272
LE MESNIL ST JEAN;27560
CAMELIN;2300
ZUANI;20272
ST GERMAIN DE PASQUIER;27370
CERNY EN LAONNOIS;2860
AIGUES VIVES;30670
LA CHAPELLE LONGUEVILLE;27950
CHAMBRY;2000
ANDUZE;30140
ST LAURENT DES BOIS;27220
CHAOURSE;2340
ARRE;30120
ST MARTIN LA CAMPAGNE;27930
CHARMES;2800
AUBAIS;30250
ST MARTIN ST FIRMIN;27450
CHAUDUN;2200
BARJAC;30430
STE MARIE D ATTEZ;27160
CHAUNY;2300
LA BASTIDE D ENGRAS;30330
ST PAUL DE FOURQUES;27800
CHEZY EN ORXOIS;2810
BEAUVOISIN;30640
ST PIERRE DE BAILLEUL;27920
CHIVY LES ETOUVELLES;2000
BEZ ET ESPARON;30120
ST PIERRE DE SALERNE;27800
CIRY SALSOGNE;2220
BONNEVAUX;30450
ST PIERRE LA GARENNE;27600
CLASTRES;2440
BOUCOIRAN ET NOZIERES;30190
ST SIMEON;27560
COLONFAY;2120
LA BRUGUIERE;30580
ST SYLVESTRE DE CORMEILLES;27260
COMMENCHON;2300
LA CALMETTE;30190
ST VIGOR;27930
CONDE SUR SUIPPE;2190
CALVISSON;30420
SURTAUVILLE;27400
CORBENY;2820
CASSAGNOLES;30350
SURVILLE;27400
COURCHAMPS;2810
CASTILLON DU GARD;30210
THIBOUVILLE;27800
COURTEMONT VARENNES;2850
CODOLET;30200
TILLY;27510
CRAMAILLE;2130
COLOGNAC;30460
LE TORPT;27210
CREPY;2870
COMPS;30300
TOURNEDOS BOIS HUBERT;27180
LA CROIX SUR OURCQ;2210
CORBES;30140
LE TREMBLAY OMONVILLE;27110
CROUTTES SUR MARNE;2310
CRESPIAN;30260
LE TRONCQ;27110
CROUY;2880
DIONS;30190
LE TRONQUAY;27480
DALLON;2680
DOMAZAN;30390
VALAILLES;27300
DERCY;2270
DOMESSARGUES;30350
VENON;27110
DOHIS;2360
DURFORT ET ST MARTIN DE SOSSENAC;30170
LES VENTES;27180
DRAVEGNY;2130
EUZET;30360
VILLEZ SUR LE NEUBOURG;27110
DROIZY;2210
FLAUX;30700
VIRONVAY;27400
DURY;2480
FOISSAC;30700
AUNAY SOUS AUNEAU;28700
EPAUX BEZU;2400
FONS SUR LUSSAN;30580
AUNEAU BLEURY ST SYMPHORIEN;28700
EPPES;2840
GARONS;30128
BAILLEAU L EVEQUE;28300
ESSIGNY LE PETIT;2100
LANGLADE;30980
BARMAINVILLE;28310
ETAMPES SUR MARNE;2400
LEDENON;30210
BEAUMONT LES AUTELS;28480
ETREAUPONT;2580
MASSILLARGUES ATTUECH;30140
BERCHERES ST GERMAIN;28300
FAVEROLLES;2600
MEJANNES LE CLAP;30430
BOISSY LES PERCHE;28340
FERE EN TARDENOIS;2130
MONTCLUS;30630
LE BOULLAY MIVOYE;28210
FLAVY LE MARTEL;2520
MONTIGNARGUES;30190
BOUTIGNY PROUAIS;28410
FOLEMBRAY;2670
NIMES;30000
BOUVILLE;28800
FONTAINE NOTRE DAME;2110
ORTHOUX SERIGNAC QUILHAN;30260
BRICONVILLE;28300
GOUDELANCOURT LES BERRIEUX;2820
LE PIN;30330
BU;28410
GOUSSANCOURT;2130
REVENS;30750
CHAMPROND EN GATINE;28240
GOUY;2420
ROBIAC ROCHESSADOULE;30160
LA CHAPELLE DU NOYER;28200
HARLY;2100
ROGUES;30120
LA CHAPELLE FORAINVILLIERS;28500
LE HERIE LA VIEVILLE;2120
SABRAN;30200
CHARBONNIERES;28330
HOMBLIERES;2720
ST ANDRE DE ROQUEPERTUIS;30630
CHARTRES;28000
JONCOURT;2420
ST BENEZET;30350
CHATAINCOURT;28270
LAON;2000
ST BRESSON;30440
CHAUFFOURS;28120
LATILLY;2210
STE CECILE D ANDORGE;30110
CHERISY;28500
LAVERSINE;2600
ST ETIENNE DES SORTS;30200
CINTRAY;28300
LEMPIRE;2420
ST HIPPOLYTE DE CATON;30360
CLOYES LES TROIS RIVIERES;28220
LESQUIELLES ST GERMAIN;2120
ST LAURENT LA VERNEDE;30330
CLOYES LES TROIS RIVIERES;28220
LICY CLIGNON;2810
ST MAMERT DU GARD;30730
CLOYES LES TROIS RIVIERES;28220
LOGNY LES AUBENTON;2500
ST MARTIN DE VALGALGUES;30520
CROISILLES;28210
LES SEPTVALLONS;2160
ST PAULET DE CAISSON;30130
DANGEAU;28160
LES SEPTVALLONS;2160
ST SEBASTIEN D AIGREFEUILLE;30140
DROUE SUR DROUETTE;28230
LES SEPTVALLONS;2160
ST VICTOR LA COSTE;30290
FAVIERES;28170
MARCHAIS;2350
SALAZAC;30760
LE GAULT ST DENIS;28800
DHUYS ET MORIN EN BRIE;2540
SUMENE;30440
GOMMERVILLE;28310
MARCY SOUS MARLE;2250
TORNAC;30140
GOMMERVILLE;28700
MARFONTAINE;2140
VALLABRIX;30700
GOUSSAINVILLE;28410
MARGIVAL;2880
VAL D AIGOUAL;30570
GUAINVILLE;28260
MERCIN ET VAUX;2200
VAUVERT;30600
GUILLEVILLE;28310
MESBRECOURT RICHECOURT;2270
ST PAUL LES FONTS;30330
HAVELU;28410
MESNIL ST LAURENT;2720
ANAN;31230
JALLANS;28200
MEURIVAL;2160
ANTICHAN DE FRONTIGNES;31510
JAUDRAIS;28250
MISSY AUX BOIS;2200
ANTIGNAC;31110
JOUY;28300
MISSY SUR AISNE;2880
ASPET;31160
LORMAYE;28210
MONAMPTEUIL;2000
AUCAMVILLE;31140
LA LOUPE;28240
MONTCHALONS;2860
AUSSEING;31260
LOUVILLIERS EN DROUAIS;28500
MONTHENAULT;2860
AUSSON;31210
LOUVILLIERS LES PERCHE;28250
MONTIGNY L ALLIER;2810
AZAS;31380
LUCE;28110
MONTIGNY LENGRAIN;2290
BAGNERES DE LUCHON;31110
LUPLANTE;28360
MONT NOTRE DAME;2220
BAREN;31440
MANOU;28240
MONT ST JEAN;2360
BEAUZELLE;31700
ARCISSES;28400
MURET ET CROUTTES;2210
BELLEGARDE STE MARIE;31530
LE MESNIL THOMAS;28250
NESLES LA MONTAGNE;2400
BOIS DE LA PIERRE;31390
MEVOISINS;28130
NEUFCHATEL SUR AISNE;2190
BOISSEDE;31230
MONTIGNY LE CHARTIF;28120
LE NOUVION EN THIERACHE;2170
BOUTX;31440
MORAINVILLE;28700
OGNES;2300
LA HAYE BELLEFOND;50410
BRIGNEMONT;31480
MORANCEZ;28630
ORAINVILLE;2190
HUISNES SUR MER;50170
BRUGUIERES;31150
MOULHARD;28160
OSLY COURTIL;2290
ISIGNY LE BUAT;50540
BURGALAYS;31440
MOUTIERS;28150
PANCY COURTECON;2860
ISIGNY LE BUAT;50540
CAIGNAC;31560
NEUVY EN DUNOIS;28800
PAPLEUX;2260
JUILLEY;50220
CAMBERNARD;31470
NOGENT LE PHAYE;28630
PARCY ET TIGNY;2210
JUVIGNY LES VALLEES;50520
CARAGOUDES;31460
NOGENT SUR EURE;28120
PARFONDRU;2840
LAMBERVILLE;50160
CASTAGNAC;31310
OINVILLE ST LIPHARD;28310
PARGNY LA DHUYS;2330
LIESVILLE SUR DOUVE;50480
CASTAGNEDE;31260
RECLAINVILLE;28150
PARGNY LES BOIS;2270
LIEUSAINT;50700
CASTELMAUROU;31180
ROHAIRE;28340
PARPEVILLE;2240
LONGUEVILLE;50290
CASTILLON DE LARBOUST;31110
ROINVILLE;28700
PLOISY;2200
LA LUCERNE D OUTREMER;50320
CATHERVIELLE;31110
ST AUBIN DES BOIS;28300
PONTRU;2490
MARGUERAY;50410
CHAUM;31440
ST BOMER;28330
PROUVAIS;2190
MARIGNY LE LOZON;50570
CINTEGABELLE;31550
VILLEMAURY;28200
QUIERZY;2300
MARIGNY LE LOZON;50570
CIRES;31110
VILLEMAURY;28200
QUINCY BASSE;2380
LE MESNIL AMEY;50570
CUGURON;31210
SAINTIGNY;28480
RAMICOURT;2110
